ID,LabVisit,LibraryPlate,SourceWell,LibraryName,CompoundSMILES,CompoundCode,CrystalPlate,CrystalWell,EchoX,EchoY,DropVolume,ProteinName,BatchNumber,CompoundStockConcentration,CompoundConcentration,SolventFraction,SoakTransferVol,SoakStatus,SoakTimestamp,CryoStockFraction,CryoFraction,CryoWell,CryoTransferVolume,CryoStatus,CryoTimestamp,SoakingTime,HarvestStatus,CrystalName,Puck,PuckPosition,PinBarcode,MountingResult,MountingArrivalTime,MountedTimestamp,MountingTime,ispybStatus,DataCollectionVisit,SoakDBComments,ProjectDirectory,CrystalTag,CrystalFormName,CrystalFormSpaceGroup,CrystalFormPointGroup,CrystalFormA,CrystalFormB,CrystalFormC,CrystalFormAlpha,CrystalFormBeta,CrystalFormGamma,CrystalFormVolume,DataCollectionBeamline,DataCollectionDate,DataCollectionOutcome,DataCollectionRun,DataCollectionComment,DataCollectionWavelength,DataCollectionPinBarcode,DataCollectionCrystalImage1,DataCollectionCrystalImage2,DataCollectionCrystalImage3,DataCollectionCrystalImage4,DataProcessingPathToImageFiles,DataProcessingProgram,DataProcessingSpaceGroup,DataProcessingUnitCell,DataProcessingAutoAssigned,DataProcessingA,DataProcessingB,DataProcessingC,DataProcessingAlpha,DataProcessingBeta,DataProcessingGamma,DataProcessingResolutionOverall,DataProcessingResolutionLow,DataProcessingResolutionLowInnerShell,DataProcessingResolutionHigh,DataProcessingResolutionHigh15sigma,DataProcessingResolutionHigh20sigma,DataProcessingResolutionHighOuterShell,DataProcessingRmergeOverall,DataProcessingRmergeLow,DataProcessingRmergeHigh,DataProcessingIsigOverall,DataProcessingIsigLow,DataProcessingIsigHigh,DataProcessingCompletenessOverall,DataProcessingCompletenessLow,DataProcessingCompletenessHigh,DataProcessingMultiplicityOverall,DataProcessingMultiplicityLow,DataProcessingMultiplicityHigh,DataProcessingCChalfOverall,DataProcessingCChalfLow,DataProcessingCChalfHigh,DataProcessingPathToLogfile,DataProcessingPathToMTZfile,DataProcessingLOGfileName,DataProcessingMTZfileName,DataProcessingDirectoryOriginal,DataProcessingUniqueReflectionsOverall,DataProcessingLattice,DataProcessingPointGroup,DataProcessingUnitCellVolume,DataProcessingAlert,DataProcessingScore,DataProcessingStatus,DataProcessingRcryst,DataProcessingRfree,DataProcessingPathToDimplePDBfile,DataProcessingPathToDimpleMTZfile,DataProcessingDimpleSuccessful,DimpleResolutionHigh,DimpleRcryst,DimpleRfree,DimplePathToPDB,DimplePathToMTZ,DimpleReferencePDB,DimpleStatus,DimplePANDDAwasRun,DimplePANDDAhit,DimplePANDDAreject,DimplePANDDApath,PANDDAStatus,DatePanDDAModelCreated,RefinementResolution,RefinementResolutionTL,RefinementRcryst,RefinementRcrystTraficLight,RefinementRfree,RefinementRfreeTraficLight,RefinementSpaceGroup,RefinementLigandCC,RefinementRmsdBonds,RefinementRmsdBondsTL,RefinementRmsdAngles,RefinementRmsdAnglesTL,RefinementOutcome,RefinementMTZfree,RefinementCIF,RefinementCIFStatus,RefinementCIFprogram,RefinementPDB_latest,RefinementMTZ_latest,RefinementMatrixWeight,RefinementComment,RefinementPathToRefinementFolder,RefinementLigandConfidence,RefinementLigandBoundConformation,RefinementBoundConformation,RefinementMolProbityScore,RefinementMolProbityScoreTL,RefinementRamachandranOutliers,RefinementRamachandranOutliersTL,RefinementRamachandranFavored,RefinementRamachandranFavoredTL,RefinementProgram,RefinementStatus,Deposition_PDB_ID,Deposition_PDB_file,Deposition_Date,Deposition_mmCIF_model_file,Deposition_mmCIF_SF_file,Label,table_one,AssayIC50,LastUpdated,LastUpdated_by,CompoundSMILESproduct,CompoundStereo,CompoundStereoSMILES,CompoundStereoCIFprogram,CompoundStereoCIFs,CompoundAutofitCC,CompoundAutofitprogram,DataCollectionSubdir,DimpleTwinResolutionHigh,DimpleTwinRcryst,DimpleTwinRfree,DimpleTwinPathToPDB,DimpleTwinPathToMTZ,DimpleTwinReferencePDB,DimpleTwinStatus,DimpleTwinFraction,DataProcessingDimpleTwinSuccessful,RefinementTwinMTZfree,RefinementMMCIFmodel_latest,RefinementMMCIFreflections_latest,RefinementBusterReportHTML
11,lb18145-130,FragLite Set 1,A3,EG,BrC1=CON=C1,NCL-00023820,CI072345,B12C,96.46,-169.26,230,PHIPA,2,100,20,20,57.5,done,04/07/2019 12:15:12,,,,,,,02:09:53,done,PHIPA-x20011,DLS-586,11,DF150E0167,OK: Clear:Normal,04/07/2019 14:24:28,04/07/2019 14:25:05,4.25925925925926E-04,exported to ispyb\LB18145-128_2019-07-05_15-52-16_ispyb,lb18145-128,,,,,,,,,,,,,,i04-1,2019-07-09 13:33:12,success,PHIPA-x20011_1_,,0.91587,None,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20011/jpg/lb18145-128-PHIPA-x20011_1_/PHIPA-x20011_1_1_486.0t.png,None,None,None,None,xia2-3dii-C2,C 1 2 1,81 26 55 90 99 90,True,81,26,55,90,99,90,54.86 - 1.73,54.86,7.74,1.73,1.82,None,1.78,0.116,0.047,1.213,6.8,20.3,1.1,98.3,94.3,98.6,3.2,3.4,3.4,0.993,0.996,0.505,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20011/autoprocessing/lb18145-128-PHIPA-x20011_1_xia2-3dii-C2/AUTOMATIC_DEFAULT_aimless.log,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20011/autoprocessing/lb18145-128-PHIPA-x20011_1_xia2-3dii-C2/AUTOMATIC_DEFAULT_free.mtz,None,None,/dls/i04-1/data/2019/lb18145-128/processed/PHIPA/PHIPA-x20011/PHIPA-x20011_1_/xia2-3dii-C2,12575,monoclinic_C,2,114403.9,#00FF00,146.94661633,None,,,,,True,,0.20029,0.25793,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20011/dimple.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20011/dimple.mtz,/dls/labxchem/data/2019/lb18145-130/processing/reference/c2_refine.pdb,finished,True,,False,/dls/labxchem/data/2019/lb18145-130/processing/analysis/panddas,,,1.73,green,0.20029,green,0.25793,green,C 1 2 1,,0.008,green,1.389,green,1 - Analysis Pending,PHIPA-x20011.free.mtz,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20011/compound/NCL-00023820.cif,restraints generated,grade,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20011/dimple/dimple/final.pdb,,,,,,,,-,gray,-,gray,-,gray,,,,,,,,,,,2019-08-20 13:36,rvk26159,,,,,,,,,,,,,,,,,,,,,
12,lb18145-130,FragLite Set 1,A4,EG,NC1=NC=CC(Br)=C1,NCL-00023823,CI072345,B12C,-248.43,91.91,230,PHIPA,2,100,20,20,57.5,done,04/07/2019 12:15:12,,,,,,,02:10:44,done,PHIPA-x20012,DLS-586,12,DF150E0472,OK: Clear:Cracked,04/07/2019 14:25:06,04/07/2019 14:25:56,5.77546296296296E-04,exported to ispyb\LB18145-128_2019-07-05_15-52-16_ispyb,lb18145-128,,,,,,,,,,,,,,i04-1,2019-07-09 13:33:28,success,PHIPA-x20012_1_,,0.91587,None,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20012/jpg/lb18145-128-PHIPA-x20012_1_/PHIPA-x20012_1_1_360.0t.png,None,None,None,None,xia2-3dii-C2,C 1 2 1,81 27 55 90 99 90,True,81,27,55,90,99,90,40.15 - 1.42,40.15,6.35,1.42,1.49,None,1.46,0.057,0.024,0.761,10.8,33.0,1.1,96.8,98.2,91.4,3.0,2.2,2.2,0.996,0.998,0.629,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20012/autoprocessing/lb18145-128-PHIPA-x20012_1_xia2-3dii-C2/AUTOMATIC_DEFAULT_aimless.log,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20012/autoprocessing/lb18145-128-PHIPA-x20012_1_xia2-3dii-C2/AUTOMATIC_DEFAULT_free.mtz,None,None,/dls/i04-1/data/2019/lb18145-128/processed/PHIPA/PHIPA-x20012/PHIPA-x20012_1_/xia2-3dii-C2,22413,monoclinic_C,2,118804.1,#00FF00,394.455186648,None,,,,,True,,0.19093,0.22334,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20012/dimple.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20012/dimple.mtz,/dls/labxchem/data/2019/lb18145-130/processing/reference/c2_refine.pdb,finished,True,,False,/dls/labxchem/data/2019/lb18145-130/processing/analysis/panddas,,,1.42,green,0.19093,green,0.22334,green,C 1 2 1,,0.011,green,1.607,green,1 - Analysis Pending,PHIPA-x20012.free.mtz,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20012/compound/NCL-00023823.cif,restraints generated,grade,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20012/dimple/dimple/final.pdb,,,,,,,,-,gray,-,gray,-,gray,,,,,,,,,,,2019-08-20 13:36,rvk26159,,,,,,,,,,,,,,,,,,,,,
13,lb18145-130,FragLite Set 1,A5,EG,NC1=NC=CC(I)=C1,NCL-00023822,CI072345,B12C,530.53,508.69,230,PHIPA,2,100,20,20,57.5,done,04/07/2019 12:15:12,,,,,,,02:11:14,done,PHIPA-x20013,DLS-586,13,DF150E0541,OK: Clear:Normal,04/07/2019 14:25:58,04/07/2019 14:26:26,3.18287037037037E-04,exported to ispyb\LB18145-128_2019-07-05_15-52-16_ispyb,lb18145-128,,,,,,,,,,,,,,i04-1,2019-07-09 13:34:18,success,PHIPA-x20013_1_,,0.91587,None,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20013/jpg/lb18145-128-PHIPA-x20013_1_/PHIPA-x20013_1_1_360.0t.png,None,None,None,None,aP_staraniso,C2,81 27 55 90 99 90,True,81,27,55,90,99,90,55.158 - 1.197,55.158,3.689,1.197,n/a,None,1.296,0.028,0.018,0.231,16.1,55.0,1.7,83.6,96.5,42.7,2.6,1.2,1.2,0.999,0.999,0.903,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20013/autoprocessing/lb18145-128-PHIPA-x20013_1_aP_staraniso/staraniso_alldata-unique.table1,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20013/autoprocessing/lb18145-128-PHIPA-x20013_1_aP_staraniso/staraniso_alldata-unique.mtz,None,None,/dls/i04-1/data/2019/lb18145-128/processed/PHIPA/PHIPA-x20013/PHIPA-x20013_1_/autoPROC,27335,monoclinic_C,2,118804.1,#00FF00,619.369476306,None,,,,,True,,0.18508,0.20604,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20013/dimple.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20013/dimple.mtz,/dls/labxchem/data/2019/lb18145-130/processing/reference/c2_refine.pdb,finished,True,,False,/dls/labxchem/data/2019/lb18145-130/processing/analysis/panddas,,,1.19,green,0.18508,green,0.20604,green,C 1 2 1,,0.012,green,1.751,green,1 - Analysis Pending,PHIPA-x20013.free.mtz,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20013/compound/NCL-00023822.cif,restraints generated,grade,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20013/dimple/dimple/final.pdb,,,,,,,,-,gray,-,gray,-,gray,,,,,,,,,,,2019-08-20 13:36,rvk26159,,,,,,,,,,,,,,,,,,,,,
14,lb18145-130,FragLite Set 1,A6,EG,O=C1C=C(Br)C=CN1,NCL-00023825,CI072345,B12C,524.16,-95.55,230,PHIPA,2,100,20,20,57.5,done,04/07/2019 12:15:12,,,,,,,02:12:22,done,PHIPA-x20014,DLS-586,14,DF150E0887,OK: Clear:Cracked,04/07/2019 14:26:27,04/07/2019 14:27:34,7.7662037037037E-04,exported to ispyb\LB18145-128_2019-07-05_15-52-16_ispyb,lb18145-128,,,,,,,,,,,,,,i04-1,2019-07-09 13:36:05,success,PHIPA-x20014_1_,,0.91587,None,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20014/jpg/lb18145-128-PHIPA-x20014_1_/PHIPA-x20014_1_1_468.0t.png,None,None,None,None,xia2-3dii,C 1 2 1,81 27 55 90 99 90,True,81,27,55,90,99,90,40.31 - 1.31,40.31,5.86,1.31,1.36,None,1.34,0.035,0.027,0.497,14.0,39.6,1.1,96.3,97.7,77.5,2.7,1.5,1.5,0.999,0.998,0.748,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20014/autoprocessing/lb18145-128-PHIPA-x20014_1_xia2-3dii/AUTOMATIC_DEFAULT_aimless.log,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20014/autoprocessing/lb18145-128-PHIPA-x20014_1_xia2-3dii/AUTOMATIC_DEFAULT_free.mtz,None,None,/dls/i04-1/data/2019/lb18145-128/processed/PHIPA/PHIPA-x20014/PHIPA-x20014_1_/xia2-3dii,28438,monoclinic_C,2,118804.1,#00FF00,645.434149158,None,,,,,True,,0.18277,0.20762,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20014/dimple.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20014/dimple.mtz,/dls/labxchem/data/2019/lb18145-130/processing/reference/c2_refine.pdb,finished,True,,False,/dls/labxchem/data/2019/lb18145-130/processing/analysis/panddas,,,1.31,green,0.18277,green,0.20762,green,C 1 2 1,,0.013,green,1.803,green,1 - Analysis Pending,PHIPA-x20014.free.mtz,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20014/compound/NCL-00023825.cif,restraints generated,grade,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20014/dimple/dimple/final.pdb,,,,,,,,-,gray,-,gray,-,gray,,,,,,,,,,,2019-08-20 13:36,rvk26159,,,,,,,,,,,,,,,,,,,,,
15,lb18145-130,FragLite Set 1,A7,EG,O=C1C=C(I)C=CN1,NCL-00023824,CI072345,B12C,-50.05,354.9,230,PHIPA,2,100,20,20,57.5,done,04/07/2019 12:15:12,,,,,,,02:12:56,fail,,,,,FAIL: Clear:Melted,04/07/2019 14:27:36,04/07/2019 14:28:08,3.7037037037037E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,lb18145-130,FragLite Set 1,A8,EG,BrC1=CC=C(S(N)(=O)=O)C=C1,NCL-00023830,CI072345,B12C,-223.86,104.65,230,PHIPA,2,100,20,20,57.5,done,04/07/2019 12:15:12,,,,,,,02:13:37,done,PHIPA-x20015,DLS-586,15,DF150E0868,OK: Clear:Normal,04/07/2019 14:28:10,04/07/2019 14:28:49,4.61805555555556E-04,exported to ispyb\LB18145-128_2019-07-05_15-52-16_ispyb,lb18145-128,,,,,,,,,,,,,,i04-1,2019-07-09 13:34:27,success,PHIPA-x20015_1_,,0.91587,None,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20015/jpg/lb18145-128-PHIPA-x20015_1_/PHIPA-x20015_1_1_468.0t.png,None,None,None,None,xia2-3dii,C 1 2 1,81 27 55 90 99 90,True,81,27,55,90,99,90,54.98 - 1.31,54.98,5.86,1.31,1.37,None,1.34,0.041,0.028,0.539,13.4,35.1,1.2,89.8,96.6,59.2,2.9,2.0,2.0,0.998,0.999,0.657,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20015/autoprocessing/lb18145-128-PHIPA-x20015_1_xia2-3dii/AUTOMATIC_DEFAULT_aimless.log,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20015/autoprocessing/lb18145-128-PHIPA-x20015_1_xia2-3dii/AUTOMATIC_DEFAULT_free.mtz,None,None,/dls/i04-1/data/2019/lb18145-128/processed/PHIPA/PHIPA-x20015/PHIPA-x20015_1_/xia2-3dii,26447,monoclinic_C,2,118804.1,#00FF00,535.742521344,None,,,,,True,,0.18236,0.20752,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20015/dimple.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20015/dimple.mtz,/dls/labxchem/data/2019/lb18145-130/processing/reference/c2_refine.pdb,finished,True,,False,/dls/labxchem/data/2019/lb18145-130/processing/analysis/panddas,,,1.31,green,0.18236,green,0.20752,green,C 1 2 1,,0.013,green,1.758,green,1 - Analysis Pending,PHIPA-x20015.free.mtz,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20015/compound/NCL-00023830.cif,restraints generated,grade,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20015/dimple/dimple/final.pdb,,,,,,,,-,gray,-,gray,-,gray,,,,,,,,,,,2019-08-20 13:36,rvk26159,,,,,,,,,,,,,,,,,,,,,
17,lb18145-130,FragLite Set 1,A9,EG,IC1=CC=C(S(N)(=O)=O)C=C1,NCL-00023829,CI072345,B12C,153.79,495.95,230,PHIPA,2,100,20,20,57.5,done,04/07/2019 12:15:12,,,,,,,02:14:18,done,PHIPA-x20016,DLS-586,16,DF150E1033,OK: Clear:Normal,04/07/2019 14:28:52,04/07/2019 14:29:30,4.39814814814815E-04,exported to ispyb\LB18145-128_2019-07-05_15-52-16_ispyb,lb18145-128,,,,,,,,,,,,,,i04-1,2019-07-09 13:35:10,success,PHIPA-x20016_1_,,0.91587,None,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20016/jpg/lb18145-128-PHIPA-x20016_1_/PHIPA-x20016_1_1_522.0t.png,None,None,None,None,xia2-3dii-C2,C 1 2 1,81 27 55 90 99 90,True,81,27,55,90,99,90,40.36 - 1.41,40.36,6.31,1.41,1.47,None,1.45,0.055,0.033,0.772,10.5,30.5,1.0,98.1,95.1,96.2,2.9,2.1,2.1,0.998,0.997,0.567,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20016/autoprocessing/lb18145-128-PHIPA-x20016_1_xia2-3dii-C2/AUTOMATIC_DEFAULT_aimless.log,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20016/autoprocessing/lb18145-128-PHIPA-x20016_1_xia2-3dii-C2/AUTOMATIC_DEFAULT_free.mtz,None,None,/dls/i04-1/data/2019/lb18145-128/processed/PHIPA/PHIPA-x20016/PHIPA-x20016_1_/xia2-3dii-C2,23198,monoclinic_C,2,118804.1,#00FF00,402.260526362,None,,,,,True,,0.18811,0.22015,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20016/dimple.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20016/dimple.mtz,/dls/labxchem/data/2019/lb18145-130/processing/reference/c2_refine.pdb,finished,True,,False,/dls/labxchem/data/2019/lb18145-130/processing/analysis/panddas,,,1.41,green,0.18811,green,0.22015,green,C 1 2 1,,0.011,green,1.599,green,1 - Analysis Pending,PHIPA-x20016.free.mtz,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20016/compound/NCL-00023829.cif,restraints generated,grade,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20016/dimple/dimple/final.pdb,,,,,,,,-,gray,-,gray,-,gray,,,,,,,,,,,2019-08-20 13:36,rvk26159,,,,,,,,,,,,,,,,,,,,,
18,lb18145-130,FragLite Set 1,A10,EG,O=C1CC2=C(C=C(Br)C=C2)N1,NCL-00023827,CI072345,B12C,-166.53,104.65,230,PHIPA,2,100,20,20,57.5,done,04/07/2019 12:15:12,,,,,,,02:15:07,done,PHIPA-x20017,DLS-347,1,DF150E0382,OK: Clear:Cracked,04/07/2019 14:29:31,04/07/2019 14:30:19,5.50925925925926E-04,exported to ispyb\LB18145-128_2019-07-05_15-52-16_ispyb,lb18145-128,Possible shift around DLS-347: puck 1 to 5,,,,,,,,,,,,,i04-1,2019-07-09 13:59:13,success,PHIPA-x20017_1_,,0.91587,None,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20017/jpg/lb18145-128-PHIPA-x20017_1_/PHIPA-x20017_1_1_432.0t.png,None,None,None,None,autoPROC,C 1 2 1,81 26 55 90 99 90,True,81,26,55,90,99,90,55.04 - 1.36,55.04,4.29,1.36,n/a,1.58,1.43,0.047,0.024,1.573,9.8,41.1,0.4,90.7,99.0,96.1,2.8,1.9,1.9,0.999,0.999,0.442,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20017/autoprocessing/lb18145-128-PHIPA-x20017_1_autoPROC/aimless.log,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20017/autoprocessing/lb18145-128-PHIPA-x20017_1_autoPROC/truncate-unique.mtz,None,None,/dls/i04-1/data/2019/lb18145-128/processed/PHIPA/PHIPA-x20017/PHIPA-x20017_1_/autoPROC,23935,monoclinic_C,2,114403.9,#00FF00,371.925504288,None,,,,,True,,0.18942,0.22076,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20017/dimple.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20017/dimple.mtz,/dls/labxchem/data/2019/lb18145-130/processing/reference/c2_refine.pdb,finished,True,,False,/dls/labxchem/data/2019/lb18145-130/processing/analysis/panddas,,,1.36,green,0.18942,green,0.22076,green,C 1 2 1,,0.010,green,1.520,green,1 - Analysis Pending,PHIPA-x20017.free.mtz,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20017/compound/NCL-00023827.cif,restraints generated,grade,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20017/dimple/dimple/final.pdb,,,,,,,,-,gray,-,gray,-,gray,,,,,,,,,,,2019-08-20 13:36,rvk26159,,,,,,,,,,,,,,,,,,,,,
19,lb18145-130,FragLite Set 1,A11,EG,BrC1=CC=C(NC(C)=O)C=C1,NCL-00023828,CI072345,B12C,-123.76,-156.52,230,PHIPA,2,100,20,20,57.5,done,04/07/2019 12:15:12,,,,,,,02:15:48,done,PHIPA-x20018,DLS-347,2,DF150E0895,OK: Clear:Normal,04/07/2019 14:30:21,04/07/2019 14:31:00,4.47916666666667E-04,exported to ispyb\LB18145-128_2019-07-05_15-52-16_ispyb,lb18145-128,Possible shift around DLS-347: puck 1 to 5,,,,,,,,,,,,,i04-1,2019-07-09 13:21:55,success,PHIPA-x20018_1_,,0.91587,None,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20018/jpg/lb18145-128-PHIPA-x20018_1_/PHIPA-x20018_1_1_378.0t.png,None,None,None,None,xia2-dials,C 1 2 1,81 27 55 90 100 90,True,81,27,55,90,100,90,54.96 - 1.57,54.96,7.02,1.57,1.57,None,1.61,0.225,0.201,0.519,3.8,5.6,1.7,99.6,99.7,98.7,3.0,2.6,2.6,0.880,0.892,0.845,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20018/autoprocessing/lb18145-128-PHIPA-x20018_1_xia2-dials/AUTOMATIC_DEFAULT_aimless.log,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20018/autoprocessing/lb18145-128-PHIPA-x20018_1_xia2-dials/AUTOMATIC_DEFAULT_free.mtz,None,None,/dls/i04-1/data/2019/lb18145-128/processed/PHIPA/PHIPA-x20018/PHIPA-x20018_1_/xia2-dials,17185,monoclinic_C,2,118457.6,#FF0000,109.814461883,None,,,,,True,,0.23458,0.27111,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20018/dimple.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20018/dimple.mtz,/dls/labxchem/data/2019/lb18145-130/processing/reference/c2_refine.pdb,finished,True,,False,/dls/labxchem/data/2019/lb18145-130/processing/analysis/panddas,,,1.57,green,0.23458,green,0.27111,green,C 1 2 1,,0.008,green,1.466,green,1 - Analysis Pending,PHIPA-x20018.free.mtz,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20018/compound/NCL-00023828.cif,restraints generated,grade,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20018/dimple/dimple/final.pdb,,,,,,,,-,gray,-,gray,-,gray,,,,,,,,,,,2019-08-20 13:36,rvk26159,,,,,,,,,,,,,,,,,,,,,
20,lb18145-130,FragLite Set 1,A12,EG,IC1=CC=C(C(N)=O)C=C1,NCL-00023826,CI072345,B12C,-121.03,532.35,230,PHIPA,2,100,20,20,57.5,done,04/07/2019 12:15:12,,,,,,,02:16:54,done,PHIPA-x20019,DLS-347,3,DF150E0194,OK: Clear:Cracked,04/07/2019 14:31:02,04/07/2019 14:32:06,7.32638888888889E-04,exported to ispyb\LB18145-128_2019-07-05_15-52-16_ispyb,lb18145-128,Possible shift around DLS-347: puck 1 to 5,,,,,,,,,,,,,i04-1,2019-07-09 13:22:28,success,PHIPA-x20019_1_,,0.91587,None,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20019/jpg/lb18145-128-PHIPA-x20019_1_/PHIPA-x20019_1_1_378.0t.png,None,None,None,None,xia2-3dii-C2,C 1 2 1,81 27 55 90 99 90,True,81,27,55,90,99,90,55.07 - 1.76,55.07,7.87,1.76,1.91,None,1.81,0.126,0.043,1.169,6.3,18.1,1.2,97.0,95.9,99.7,3.2,3.4,3.4,0.988,0.997,0.541,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20019/autoprocessing/lb18145-128-PHIPA-x20019_1_xia2-3dii-C2/AUTOMATIC_DEFAULT_aimless.log,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20019/autoprocessing/lb18145-128-PHIPA-x20019_1_xia2-3dii-C2/AUTOMATIC_DEFAULT_free.mtz,None,None,/dls/i04-1/data/2019/lb18145-128/processed/PHIPA/PHIPA-x20019/PHIPA-x20019_1_/xia2-3dii-C2,11916,monoclinic_C,2,118804.1,#00FF00,122.58613297,None,,,,,True,,0.20931,0.25573,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20019/dimple.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20019/dimple.mtz,/dls/labxchem/data/2019/lb18145-130/processing/reference/c2_refine.pdb,finished,True,,False,/dls/labxchem/data/2019/lb18145-130/processing/analysis/panddas,,,1.76,green,0.20931,green,0.25573,green,C 1 2 1,,0.007,green,1.363,green,1 - Analysis Pending,PHIPA-x20019.free.mtz,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20019/compound/NCL-00023826.cif,restraints generated,grade,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20019/dimple/dimple/final.pdb,,,,,,,,-,gray,-,gray,-,gray,,,,,,,,,,,2019-08-20 13:36,rvk26159,,,,,,,,,,,,,,,,,,,,,
