,Fragment ID,Smiles,Site 1,MolWt,LogP,HBond donors,HBond acceptors,RO5,Rings,Rotatable bonds,TPSA
449,F450,CN(C)S(=O)(=O)NC1CCCCNC1=O,False,235.099062404,-0.948899999999999,2,3,True,1,3,78.51
450,F451,CN(C1CC(O)C1)C=2C=C(C)N=C(C)N2,False,207.137162164,1.05294,1,4,True,2,2,49.25
451,F452,CN(C1CC1)C(=O)CN2C=C(Br)C=N2,False,257.016374104,1.2663999999999997,0,3,True,2,3,38.13
452,F453,CN(C1CCC1)C=2C=CC(=NN2)C(=O)N,False,206.116761068,0.5641999999999999,1,4,True,2,3,72.11
453,F454,CN(C1CCCCCC1)S(=O)(=O)C,False,205.113649848,1.6006,0,2,True,1,2,37.38
454,F455,CN(C1CCOC1)C=2N=CC=CC2F,False,196.101191256,1.4458,0,3,True,2,2,25.36
455,F456,CN(CC(=O)N)C=1SN=C(C)C1C#N,False,210.05753194,0.24470000000000025,1,5,True,1,3,83.00999999999999
456,F457,CN(CC(=O)N1CCCCC1)S(=O)(=O)C,False,234.103813436,-0.10970000000000013,0,3,True,1,3,57.690000000000005
457,F458,CN(CC(=O)O)C(=O)C=1C=CC(F)=CC1,False,211.0644714,0.9823,1,2,True,1,3,57.61000000000001
458,F459,CN(CC(=O)O)C(=O)C=1C=CC=CN1,False,194.06914218,0.2381999999999999,1,3,True,1,3,70.5
459,F460,CN(CC1=CC=C(C)O1)CC=2C=CC=CC2,False,215.131014164,3.2200200000000017,0,2,True,2,4,16.380000000000003
460,F461,CN(CC1CCOC1)C=2C=CN=CC2Cl,False,226.08729078,2.2077,0,3,True,2,3,25.36
461,F462,CN(CC1CCOC1)C=2N=CN=CC2Cl,False,227.082539748,1.6027,0,4,True,2,3,38.25
462,F463,CN(CC=1C=C(C)ON1)C(=O)NC2CC2,False,209.11642672,1.2868199999999999,1,3,True,2,3,58.370000000000005
463,F464,CN(CC=1C=CC=C(F)C1)S(=O)(=O)N,False,218.052526812,0.4610000000000002,1,2,True,1,3,63.400000000000006
464,F465,CN(CCC#N)S(=O)(=O)C=1C=CC(C)=CC1,False,238.077598688,1.5292000000000001,0,3,True,1,4,61.17
465,F466,CN(CCO)C1CCCCC1,False,157.146664228,1.2431999999999999,1,2,True,1,3,23.47
466,F467,CN(CCO)C=1C=CC=CN1,True,152.094963004,0.5100999999999998,1,3,True,1,3,36.36
467,F468,CN(CCO)C=1N=CC(Cl)=CC1F,False,204.04656884,1.3025999999999995,1,3,True,1,3,36.36
468,F469,CN(CCO)S(=O)(=O)C=1C=CC(N)=CC1,False,230.072513308,-0.11840000000000045,2,4,True,1,4,83.63
469,F470,CN1C=C(C(=O)N)C(=N1)C(F)F,False,175.055718284,0.4565999999999999,1,3,True,1,2,60.91
470,F471,CN1C=C(CN2CCNCC2)C=N1,False,180.13749651199998,-0.17470000000000008,1,4,True,2,2,33.09
471,F472,CN1C=C(N)C(=N1)C(=O)NC2CCC2,False,194.116761068,0.2845999999999995,2,4,True,2,2,72.94
472,F473,CN1C=C(OC=2N=CN=CC2Cl)C=N1,False,210.030838524,1.6557999999999997,0,5,True,2,2,52.83
473,F474,CN1C=CC(=N1)C(=O)NC=2C=CC=C(C2)C(=O)O,False,245.080041212,1.3706,2,4,True,2,3,84.22
474,F475,CN1C=CC(=N1)C(=O)NC[C@@H]2CCCO2,False,209.11642672,0.3288999999999995,1,4,True,2,3,56.150000000000006
475,F476,CN1C=CC(NC(=O)CN2C=CC=N2)=N1,False,205.096359972,0.2552999999999999,1,5,True,2,3,64.74000000000001
476,F477,CN1C=CC(NCC=2C=CC=CC2)=N1,False,187.110947416,2.0321999999999996,1,3,True,2,3,29.85
477,F478,CN1C=CN=C1C2=NOC(=N2)C3CCC3,False,204.101111004,1.7375999999999998,0,5,True,3,2,56.74
478,F479,CN1CCC(OC=2C=CC=C(F)C2)C1=O,False,209.085206844,1.4352,0,2,True,2,2,29.54
479,F480,CN1CCCC1C(=O)N2CCC=C(F)C2,False,212.132491384,1.1663,0,2,True,2,1,23.550000000000004
480,F481,CN1CCCC=2C=CC(=CC12)S(=O)(=O)N,False,226.077598688,0.7164000000000001,1,3,True,2,1,63.400000000000006
481,F482,CN1CCC[C@@H]1CO,False,115.099714036,0.0728999999999998,1,2,True,1,1,23.47
482,F483,CN1CCC[C@H](C1)OC(=O)C2=CC=CO2,False,209.10519334,1.5306,0,4,True,2,2,42.68
483,F484,CN1CCN(CC1)C(=O)C2CCCN2,False,197.152812228,-0.4875999999999984,1,3,True,2,1,35.58
484,F485,CN1CCN(CC1)C(=O)C2CCCO2,False,198.136827816,-0.06059999999999999,0,3,True,2,1,32.78
485,F486,CN1CCN(CC1)C(=O)C=2C=CC(F)=C(F)C2,False,240.107419508,1.3523999999999998,0,2,True,2,1,23.55
486,F487,CN1CCN(CC1)C(=O)CO,False,158.105527688,-1.247299999999999,1,3,True,1,1,43.78
487,F488,CN1CCN(CC1)C(=O)COC=2C=CC(C)=CC2,True,248.15247788,1.1478199999999994,0,3,True,2,3,32.78
488,F489,CN1CCN(CC1)C(=O)NC=2C=CC(F)=CC2,False,237.127740352,1.6049999999999998,1,2,True,2,1,35.58
489,F490,CN1CCN(CC1)C(=O)NC=2C=CC=CC2,False,219.137162164,1.4658999999999995,1,2,True,2,1,35.58
490,F491,CN1CCN(CC1)C=2C=CC(C#N)=CC2,False,201.12659748,1.3100799999999997,0,3,True,2,1,30.27
491,F492,CN1CCN(CC1)C=2C=CC(NC(=O)C)=CC2,False,233.152812228,1.3967999999999994,1,3,True,2,2,35.58
492,F493,CN1CCN(CC1=O)C=2N=CC=CC2F,False,209.096440224,0.49909999999999977,0,3,True,2,1,36.44
493,F494,CN1CCN(CCN)CC1(C)C,False,171.17354767199998,-0.028899999999998593,1,3,True,1,2,32.5
494,F495,CN1CCOC(CNC2=NC=CS2)C1,False,213.0935831,0.8855999999999995,1,5,True,2,3,37.39
495,F496,CN1N=C(C(=O)N)C=2C=CC=CC12,False,175.074561908,0.6722,1,3,True,2,1,60.91
496,F497,CN1N=CC(Cl)=C1C(=O)N2CCCCC2,False,227.082539748,1.6996,0,3,True,2,1,38.13
497,F498,CN1N=CC=C1C(=O)NCC2=CC=CS2,False,221.062282972,1.4116000000000002,1,4,True,2,3,46.92
498,F499,CN1N=CC=C1CN2C[C@@H](F)C[C@H]2CN,False,212.14372476399998,0.2912,1,4,True,2,3,47.08
499,F500,CN1N=NC(NC(=O)C=2C=CC(F)=CC2)=N1,False,221.071288096,0.6014999999999999,1,5,True,2,2,72.7
500,F501,CN1N=NC=2CCC(CC21)C(=O)O,True,181.085126592,0.004599999999999882,1,4,True,2,1,68.01
501,F502,CNC(=O)C(C)OC=1C=CC(Cl)=CC1,False,213.055656304,1.8532999999999997,1,2,True,1,3,38.33
502,F503,CNC(=O)C1(CC=2C=CC=CC2F)CC1,True,207.105942288,1.8943999999999996,1,1,True,2,3,29.1
503,F504,CNC(=O)C1=C(C)ON=C1C=2C=CC(F)=CC2,False,234.080455812,2.14872,1,3,True,2,2,55.13
504,F505,CNC(=O)C1=CN(C)C=2C=CC=CC12,False,188.094963004,1.5378999999999998,1,2,True,2,1,34.03
505,F506,CNC(=O)C1=CN=C(C)S1,False,156.035733876,0.8111200000000001,1,3,True,1,1,41.99
506,F507,CNC(=O)C1CCCC=2SC(C)=NC12,False,210.082684068,1.61742,1,3,True,2,1,41.99
507,F508,CNC(=O)C1CNCCO1,False,144.089877624,-1.2791999999999997,2,3,True,1,1,50.36
508,F509,CNC(=O)C=1C=CC(=CC1)S(=O)(=O)N,False,214.04121318,-0.30639999999999995,2,3,True,1,2,89.26
509,F510,CNC(=O)C=1C=CC(CS(=O)(=O)C)=CC1,False,227.061614276,0.5907999999999998,1,3,True,1,3,63.24
510,F511,CNC(=O)C=1C=CC=C(N1)C(=O)O,False,180.053492116,0.13940000000000013,2,3,True,1,2,79.29
511,F512,CNC(=O)C=1C=CC=C2C=CNC12,False,174.07931294,1.5274999999999999,2,1,True,2,1,44.89
512,F513,CNC(=O)C=1C=CC=CC1NC(=O)C2=CC=CO2,False,244.084792244,1.8915,2,3,True,2,3,71.34
513,F514,CNC(=O)CCC1CCCCC1,False,169.146664228,2.0929,1,1,True,1,3,29.1
514,F515,CNC(=O)CN(C)C1CCCCCC1,False,198.173213324,1.3869999999999993,1,2,True,1,3,32.34
515,F516,CNC(=O)CN1CCC(=CC1)C(F)(F)F,False,222.097997696,0.9267999999999998,1,2,True,1,2,32.34
516,F517,CNC(=O)CN1CCNCC1,False,157.1215121,-1.3623999999999983,2,3,True,1,2,44.370000000000005
517,F518,CNC(=O)NC1=NC=2C=CC(OC)=CC2S1,False,237.057197592,2.0561999999999996,2,4,True,2,2,63.25
518,F519,CNC(=O)NCC=1C(F)=CC=CC1Cl,False,216.04656884,1.9081000000000001,2,1,True,1,2,41.13
519,F520,CNC(C)(C)CN1CCOCC1,False,172.15756326,0.31659999999999977,1,3,True,1,3,24.5
520,F521,CNC(C)C=1C=NN(C)C1,False,139.110947416,0.7004999999999999,1,3,True,1,2,29.85
521,F522,CNC(C)C=1SC(C)=NC1C,False,170.087769448,2.0403399999999996,1,3,True,1,2,24.92
522,F523,CNC1(CCCC1)C(=O)N,False,142.110613068,0.0038999999999999035,2,2,True,1,2,55.120000000000005
523,F524,CNC1(CO)CCOCC1,False,145.11027872,-0.2527000000000006,2,3,True,1,2,41.489999999999995
524,F525,CNC1CCCCC1S(=O)(=O)C,False,191.097999784,0.5615999999999999,1,3,True,1,2,46.17
525,F526,CNC1CCCN(C1)C=2C=CC=NN2,False,192.13749651199998,0.6647999999999996,1,4,True,2,2,41.05
526,F527,CNC1CCCN(C1=O)C=2C=CC=CC2,False,204.126263132,1.4013999999999998,1,2,True,2,2,32.34
527,F528,CNC=1C=C2CNCCC2=NN1,False,164.106196384,0.16399999999999976,2,4,True,2,1,49.84
528,F529,CNC=1C=CC=CC1S(=O)(=O)C,True,185.051049592,1.1318,1,3,True,1,2,46.17
529,F530,CNC=1N=CC(=CC1Cl)C(F)(F)F,False,210.017160532,2.7955000000000005,1,2,True,1,1,24.92
530,F531,CNC=1N=CC=C(OC)N1,False,139.074561908,0.5268999999999999,1,4,True,1,2,47.040000000000006
531,F532,CNC=1N=CC=CN1,False,109.06399722399999,0.5183,1,3,True,1,1,37.81
532,F533,CNC=1N=CC=NC1C#N,False,134.059246192,0.3899799999999999,1,4,True,1,1,61.6
533,F534,CNCC(=O)NC=1C=C(C)C=CN1,False,179.105862036,0.5479199999999995,2,3,True,1,3,54.02
534,F535,CNCC1=NN=C2C=CC=CN12,True,162.09054632,0.44869999999999993,1,4,True,2,2,42.22
535,F536,CNCC1COC=2C=CC=CC2O1,False,179.094628656,1.0457999999999996,1,3,True,2,2,30.49
536,F537,CNCC=1C(C)=NOC1C,False,140.094963004,1.01084,1,3,True,1,2,38.06
537,F538,CNCC=1C=CC(=CC1)C(F)(F)F,False,189.07653398,2.4248000000000003,1,1,True,1,2,12.03
538,F539,CNCC=1C=CC=C(Cl)C1,False,155.050177,2.0594,1,1,True,1,2,12.03
539,F540,CNCC=1C=CC=C(OC)N1,False,152.094963004,0.8095999999999999,1,3,True,1,3,34.15
540,F541,CNCC=1C=CN=CC1,False,122.08439831999999,0.8009999999999999,1,2,True,1,2,24.92
541,F542,CNCC=1C=NN(C1)C=2C=CC=CC2,False,187.110947416,1.5917,1,3,True,2,3,29.85
542,F543,CNCCC1CCCCC1,False,141.151749608,2.1761999999999997,1,1,True,1,3,12.03
543,F544,CNS(=O)(=O)C=1C=CC=C(C)C1F,False,203.04162778,1.04222,1,2,True,1,2,46.17
544,F545,CNS(=O)(=O)C=1C=CC=CC1Cl,False,204.996427176,1.2481,1,2,True,1,2,46.17
545,F546,CNS(=O)(=O)CC1CCCCC1,False,191.097999784,1.1158999999999994,1,2,True,1,3,46.17
546,F547,CNS(=O)(=O)CC=1C=C(C)ON1,False,190.04121318,0.03221999999999969,1,4,True,1,3,72.2
547,F548,COC(=O)C1CCN(CC(=O)N)CC1,False,200.116092372,-0.6432999999999991,1,4,True,1,3,72.63
548,F549,COC(=O)C=1C=CC(=CC1)S(=O)(=O)N,False,215.025228768,0.12060000000000015,1,4,True,1,2,86.46000000000001
549,F550,COC(=O)C=1C=CC(NC(=O)C(F)(F)F)=CC1,False,247.045627776,1.9739999999999998,1,3,True,1,2,55.4
550,F551,COC(=O)C=1C=CC(NC(=O)C2CCCC2)=CC1,False,247.120843404,2.6019000000000005,1,3,True,2,3,55.4
551,F552,COC(=O)C=1C=CC=C(NS(=O)(=O)C)C1,False,229.040878832,0.8447,1,4,True,1,3,72.47
552,F553,COC(=O)C=1C=CN=CC1,False,137.047678464,0.8681999999999999,0,3,True,1,1,39.19
553,F554,COC(=O)CNC(=O)C=1C=C(C)ON1,False,198.0640568,-0.11418000000000061,1,5,True,1,3,81.42999999999999
554,F555,COC(=O)COC=1C=CC(C#N)=CC1,False,191.058243148,1.11008,0,4,True,1,3,59.32
555,F556,COC(=O)N1CCN(CC1)C=2C=CC(F)=CC2,False,238.11175594,1.7141,0,3,True,2,1,32.78
556,F557,COC(=O)NC1=NN=C(CC2CCCC2)S1,False,241.08849772,2.4491000000000005,1,5,True,2,3,64.11
557,F558,COC(=O)NC=1C=CC(CC=2C=CN=CC2)=CC1,True,242.105527688,2.8507000000000007,1,3,True,2,3,51.22
558,F559,COC(=O)[C@@H]1C[C@@H](O)CN1C(=O)C2=CC=CO2,False,239.079372516,0.02799999999999958,1,5,True,2,2,79.98
559,F560,COC(C)C1=NC(=CS1)C=2C=NOC2C,False,224.061948624,2.8139200000000013,0,5,True,2,3,48.150000000000006
560,F561,COC1CCN(CC1)C(=O)NCC2CC2,False,212.15247788,1.2167999999999999,1,2,True,2,3,41.57
561,F562,COC1CN(C1)S(=O)(=O)N2CCCC2,False,220.088163372,-0.34239999999999915,0,3,True,2,3,49.85
562,F563,COC1CN(CC2=CN=CS2)CCC1C,False,226.113984196,1.9999,0,4,True,2,3,25.36
563,F564,COC=1C=C(C=C(OC)C1OC)C(=O)O,False,212.068473484,1.4105999999999999,1,4,True,1,4,64.99000000000001
564,F565,COC=1C=C(NC(=O)C)C(OC)=CC1Cl,False,229.050570924,2.3156,1,3,True,1,3,47.56
565,F566,COC=1C=CC(=CC1)C(=O)C2CCNCC2,False,219.125928784,1.8774999999999997,1,3,True,2,3,38.33
566,F567,COC=1C=CC(=CC1)C(=O)NC=2C=CC=CC2F,False,245.085206844,3.0866000000000016,1,2,True,2,3,38.33
567,F568,COC=1C=CC(=CC1)N2CC(CC2=O)C(=O)N,False,234.100442308,0.5334,1,3,True,2,3,72.63
568,F569,COC=1C=CC(Br)=CC1CNC(=O)C,False,257.005140724,2.0938,1,2,True,1,3,38.33
569,F570,COC=1C=CC(C)=CC1NC(=O)NN2C=NN=C2,False,247.106924656,1.3707199999999997,2,5,True,2,3,81.07000000000001
570,F571,COC=1C=CC(CCC2(C)NC(=O)NC2=O)=CC1,False,248.116092372,1.2258999999999998,2,3,True,2,4,67.43
571,F572,COC=1C=CC(CN)=CC1OC,False,167.094628656,1.1624999999999999,1,3,True,1,3,44.480000000000004
572,F573,COC=1C=CC(CNC(=O)CC#N)=CC1,False,204.089877624,1.22508,1,3,True,1,4,62.12
573,F574,COC=1C=CC(Cl)=CC1C(=O)NCC(C)C,False,241.086956432,2.734400000000001,1,2,True,1,4,38.33
574,F575,COC=1C=CC(NC(=O)CN)=CC1,False,180.089877624,0.5923999999999998,2,3,True,1,3,64.35
575,F576,COC=1C=CC(NCC=2C=CC(F)=CC2)=CC1,False,231.105942288,3.4464000000000015,1,2,True,2,4,21.259999999999998
576,F577,COC=1C=CC(NCC=2C=CC=CC2O)=CC1,False,229.11027872,3.012900000000001,2,3,True,2,4,41.489999999999995
577,F578,COC=1C=CC=2C=NNC(=O)C2C1OC,False,206.06914218,0.9402999999999999,1,4,True,2,2,64.21
578,F579,COC=1C=CC=2N=C(NC(=O)C3CC3)SC2C1,True,248.061948624,2.6534000000000004,1,4,True,3,3,51.22
579,F580,COC=1C=CC=2NC=C(CN(C)C)C2C1,False,204.126263132,2.2381,1,2,True,2,3,28.259999999999998
580,F581,COC=1C=CC=2SC(N)=NC2C1,False,180.035733876,1.8871,1,4,True,2,1,48.14
581,F582,COC=1C=CC=C(C1)C(=O)NC=2C=CC=CC2F,False,245.085206844,3.0866000000000016,1,2,True,2,3,38.33
582,F583,COC=1C=CC=C2C(=O)NCC21,False,163.063328528,0.9385999999999999,1,2,True,2,1,38.33
583,F584,COC=1C=CC=C2NC(=O)CCCC12,True,191.094628656,1.9699999999999998,1,2,True,2,1,38.33
584,F585,COC=1C=CC=C2NC=CC12,False,147.068413908,2.1765,1,1,True,2,1,25.02
585,F586,COC=1C=CC=CC1C2=NN=CO2,False,176.058577496,1.7451999999999996,0,4,True,2,2,48.150000000000006
586,F587,COC=1C=CC=CC1CN2CCNCC2,False,206.141913196,1.1003999999999998,1,3,True,2,3,24.5
587,F588,COC=1C=CC=CC1N2CCN(CC#N)CC2,False,231.137162164,1.3407799999999999,0,4,True,2,3,39.5
588,F589,COC=1C=CC=CC1NC(=O)C2=CC=C(C)S2,False,247.066699656,3.317420000000001,1,3,True,2,3,38.33
589,F590,COC=1C=CC=NC1C#N,False,134.048012812,0.9618799999999998,0,3,True,1,1,45.91
590,F591,COC=1C=CN=C(N1)N(C)C,False,153.090211972,0.5511999999999999,0,4,True,1,2,38.25000000000001
591,F592,COCC(=O)N1CCCC(C1)C(=O)N,False,200.116092372,-0.6432999999999991,1,3,True,1,3,72.63
592,F593,COCC(=O)NC=1C(C)=CC(C)=CC1C,False,207.125928784,2.1967600000000003,1,2,True,1,3,38.33
593,F594,COCC(=O)NC=1C=CC(O)=CC1,False,181.073893212,0.9770999999999999,2,3,True,1,3,58.56
594,F595,COCC(=O)NC=1C=CC=CC1C(=O)N,False,208.084792244,0.37039999999999995,2,3,True,1,4,81.42
595,F596,COCC(=O)NCC=1C=CC(C)=CC1,False,193.11027872,1.2576200000000002,1,2,True,1,4,38.33
596,F597,COCC(=O)NCC=1C=CC=CC1,False,179.094628656,0.9491999999999998,1,2,True,1,4,38.33
597,F598,COCC(C)N1CCN(CC1)C(=O)C,False,200.15247788,0.1854,0,3,True,1,3,32.78
598,F599,COCC1=CC(=NO1)C(=O)N,False,156.053492116,-0.08009999999999973,1,4,True,1,3,78.35000000000001
599,F600,COCC1=NN=C(N)S1,True,145.030982844,0.26670000000000016,1,5,True,1,2,61.03
600,F601,CS(=O)(=O)C1=NC=CN1CC2=CSC=N2,False,243.013618528,0.7913999999999999,0,6,True,2,3,64.85
601,F602,CS(=O)(=O)CC(O)C=1C=CC=CC1,False,200.050715244,0.7646000000000004,1,3,True,1,3,54.370000000000005
602,F603,CS(=O)(=O)CC1=NC=2C=CC=CC2N1,True,210.04629856,1.1075,1,3,True,2,2,62.82
603,F604,CS(=O)(=O)N1CCC(O)CC1,False,179.061614276,-0.5973000000000002,1,3,True,1,1,57.61
604,F605,CS(=O)(=O)N1CCCC(C1)C(=O)O,False,207.056528896,-0.25740000000000013,1,3,True,1,2,74.68
605,F606,CS(=O)(=O)N1CCCC1C(=O)N,False,192.056863244,-1.1042999999999985,1,3,True,1,2,80.47
606,F607,CS(=O)(=O)N1CCC[C@@H]1CN,False,178.077598688,-0.6308999999999996,1,3,True,1,2,63.400000000000006
607,F608,CS(=O)(=O)NC1(CCCCC1)C(=O)O,False,221.07217896,0.32309999999999944,2,3,True,1,3,83.47
608,F609,CS(=O)(=O)NC1CCCC1,False,163.066699656,0.47819999999999974,1,2,True,1,2,46.17
609,F610,CS(=O)(=O)NC1CCNCC1,False,178.077598688,-0.7123999999999999,2,3,True,1,2,58.2
610,F611,CS(=O)(=O)NC1CCOC2(CCCC2)C1,False,233.108564468,1.0273999999999996,1,3,True,2,2,55.400000000000006
611,F612,CS(=O)(=O)NC1CCOC=2C=CC=CC12,False,227.061614276,1.0594,1,3,True,2,2,55.400000000000006
612,F613,CS(=O)(=O)NC=1C=CC(=CC1)C(=O)N,False,214.04121318,0.15699999999999992,2,3,True,1,3,89.26
613,F614,CS(=O)(=O)NCC(=O)N1CCCCC1,False,220.088163372,-0.4519000000000002,1,3,True,1,3,66.48
614,F615,CS(=O)(=O)NCC1CCNCC1,False,192.093248752,-0.4648000000000001,2,3,True,1,3,58.2
615,F616,CS(=O)(=O)NCCC=1C=CC(F)=CC1,True,217.057277844,0.9174,1,2,True,1,4,46.17
616,F617,CS(=O)(=O)NCCC=1C=CC=CC1,False,199.066699656,0.7782999999999998,1,2,True,1,4,46.17
617,F618,C[C@@H](CO)N(C)C=1N=CC=CC1F,True,184.101191256,1.0377,1,3,True,1,3,36.36
618,F619,C[C@@H](CO)NC=1N=CC(Cl)=CC1F,False,204.04656884,1.6667999999999998,2,3,True,1,3,45.15
619,F620,C[C@@H]1CC[C@@H](O1)C(=O)N2CCC=C(F)C2,False,213.116506972,1.6396,0,2,True,2,1,29.54
620,F621,C[C@@H]1C[C@H]1C(=O)NCCC=2C=CC(Cl)=CC2,False,237.092041812,2.654700000000001,1,1,True,2,4,29.1
621,F622,C[C@H]1CN(C[C@@H](C)O1)C(=O)COC(F)F,False,223.10199978,0.8614,0,3,True,1,3,38.769999999999996
622,F623,C[C@]1(O)C[C@H](C1)NC=2N=CC=CC2F,False,196.101191256,1.5459999999999998,2,3,True,2,2,45.15
623,F624,Cl.CC(N)C(=O)NC1=CC(=NN1)C(F)(F)F,False,222.072845568,0.7141999999999996,3,3,True,1,2,83.80000000000001
624,F625,Cl.CC(N)C1=CN(N=N1)C=2C=CC=CC2,False,188.106196384,1.287,1,4,True,2,2,56.730000000000004
625,F626,Cl.CC(N)C1=NC(CC=2C=CC=CC2)=NO1,False,203.105862036,1.6801000000000001,1,4,True,2,3,64.94
626,F627,Cl.CC(N)C=1C=CC(NC(=O)C2CC2)=CC1,False,204.126263132,2.0548,2,2,True,2,3,55.12
627,F628,Cl.CC1=NOC(CC(N)C=2C=CC=CC2)=N1,False,203.105862036,1.62052,1,4,True,2,3,64.94
628,F629,Cl.CC1CCN(CC1)C=2C=CC(N)=CC2Cl,False,224.10802622399999,3.158500000000001,1,2,True,2,1,29.259999999999998
629,F630,Cl.CC1CN(CCN1)C(=O)C=2C=C(C)C=CC2F,False,236.132491384,1.5680199999999995,1,2,True,2,1,32.34
630,F631,Cl.CC=1C(Cl)=CC=CC1NC(=O)CN,False,198.055990652,1.5456199999999995,2,2,True,1,2,55.120000000000005
631,F632,Cl.CCOC=1C=CC=CC1N2CCNCC2,False,206.141913196,1.4949,1,3,True,2,3,24.5
632,F633,Cl.CN(C(=O)C1CCNC1)C=2C=CC=CC2,False,204.126263132,1.2589,1,2,True,2,2,32.34
633,F634,Cl.CN(C)C(=O)CC1CCNCC1,False,170.141913196,0.4643,1,2,True,1,2,32.34
634,F635,Cl.CN(C)CC1=CC=C(O1)C(=O)O,False,169.073893212,1.0394,1,3,True,1,3,53.68000000000001
635,F636,Cl.CN1C=C(C(=O)N)C(=N1)C2CCCNC2,False,208.132411132,-0.013999999999999957,2,4,True,2,2,72.94
636,F637,Cl.CNC(=O)C=1C=CN(N1)C2CCCNC2,False,208.132411132,0.16720000000000007,2,4,True,2,2,58.95
637,F638,Cl.CNC(C)C=1C=CC(F)=CC1,False,153.095377604,2.1060999999999996,1,1,True,1,2,12.03
638,F639,Cl.CNC1CCN(C1=O)C=2C=CC=CC2F,False,208.101191256,1.1503999999999996,1,2,True,2,2,32.34
639,F640,Cl.COC=1C=C(CN)C=C(OC)C1OC,False,197.10519334,1.1711,1,4,True,1,4,53.71000000000001
640,F641,Cl.COC=1C=CC(C)=CC1NC(=O)CN,False,194.105527688,0.9008200000000002,2,3,True,1,3,64.35
641,F642,Cl.Cl.C(C1CCCCN1)N2C=CN=N2,False,166.12184644799999,0.42019999999999996,1,4,True,2,2,42.74
642,F643,Cl.Cl.CCN1N=CC=C1CNC,False,139.110947416,0.6223999999999998,1,3,True,1,3,29.85
643,F644,Cl.FC(F)(F)CC(=O)N1CCNCC1,False,196.082347632,0.37059999999999965,1,2,True,1,1,32.34
644,F645,Cl.FC=1C=CC(=CC1)S(=O)(=O)N2CCNCC2,False,244.068176876,0.41960000000000003,1,3,True,2,2,49.410000000000004
645,F646,Cl.NC(=O)C=1C=CC=2NCCC2C1,False,162.07931294,0.7535,2,2,True,2,1,55.120000000000005
646,F647,Cl.NCC1=CC(=NO1)C=2C=CC=CC2,False,174.07931294,1.8003,1,3,True,2,2,52.05
647,F648,Cl.N[C@@H]1CCCN(C1)C(=O)CCC(F)(F)F,False,224.11364776,1.2786,1,2,True,1,2,46.33
648,F649,Cl.N[C@H]1CCN(C1)S(=O)(=O)C=2C=CC=CC2,False,226.077598688,0.40829999999999966,1,3,True,2,2,63.4
649,F650,Cl.O=C(N1CCCC1)C=2C=NNC2,True,165.090211972,0.6456999999999999,1,2,True,2,1,48.99
650,F651,ClC=1C=CC(=CC1)C(=O)N2CCSCC2,False,241.032812684,2.529,0,2,True,2,1,20.310000000000002
651,F652,ClC=1C=CC(CC(=O)NC=2N=CC=CN2)=CC1,False,247.05123962,2.3112000000000004,1,3,True,2,3,54.88
652,F653,ClC=1C=CC(COC(=O)C=2C=CC=NC2)=CC1,False,247.04000624,3.0920000000000005,0,3,True,2,3,39.19
653,F654,ClC=1C=CC(NC(=O)CC#N)=CC1,False,194.024690524,2.1921799999999996,1,2,True,1,2,52.89
654,F655,ClC=1C=CC=C(C1)N2CCN(CC#N)CC2,False,235.08762512799998,1.98558,0,3,True,2,2,30.27
655,F656,ClC=1C=CC=C(CN2CCOCC2)C1,False,211.076391748,2.1722,0,2,True,2,2,12.47
656,F657,ClC=1C=CC=C(NC(=O)CN2CCCC2)C1,False,238.08729078,2.3743,1,2,True,2,3,32.34
657,F658,ClC=1SN=NC1CN2CCOCC2,False,219.02331062,1.0236999999999998,0,5,True,2,2,38.25
658,F659,FC(F)(F)C1=CC(CN2CCCC2)=NN1,False,219.098332044,2.0242999999999998,1,2,True,2,2,31.92
659,F660,FC(F)C1=NN=C(S1)N2CCCC2,False,205.048524728,2.0759,0,4,True,2,2,29.020000000000003
660,F661,FC(F)OC=1C=CC(=O)NC1,False,161.02883484,0.9762999999999997,1,2,True,1,2,42.09
661,F662,FC(F)OCC(=O)N1CC2CCCC2C1,False,219.10708516,1.4841,0,2,True,2,3,29.54
662,F663,FC(F)OCC(=O)N1CCCC2(CC2)C1,False,219.10708516,1.6281999999999999,0,2,True,2,3,29.54
663,F664,FC1=CCCN(C1)C(=O)N2CCOCC2,False,214.11175594,0.9977000000000001,0,2,True,2,0,32.78
664,F665,FC=1C=C(Cl)C=NC1N2CCNC(=O)C2,False,229.041817808,0.8102999999999998,1,3,True,2,1,45.230000000000004
665,F666,FC=1C=CC(=CC1)N2CCN(CC2)C(=O)C3CC3,True,248.132491384,1.8842999999999999,0,2,True,3,2,23.55
666,F667,FC=1C=CC(CC(=O)NC2CCCCC2)=CC1,False,235.137242416,2.8171000000000017,1,1,True,2,3,29.1
667,F668,FC=1C=CC(CC(=O)NC=2C=CC(F)=CC2)=CC1,False,247.080870412,3.146000000000001,1,1,True,2,3,29.1
668,F669,FC=1C=CC(CCNC(=O)C2=CC=CO2)=CC1,False,233.085206844,2.3912000000000004,1,2,True,2,4,42.24
669,F670,FC=1C=CC(CN2C=NC=3C=CC=CC23)=CC1,False,226.090626572,3.223700000000002,0,2,True,3,2,17.82
670,F671,FC=1C=CC(CNCC=2C=CC=CC2)=CC1,False,215.111027668,3.1155000000000017,1,1,True,2,4,12.03
